Transaction ID	Date	Product SKU	Product_Name	Category	Sub_Category	Brand	MSRP	Store ID	Store_Name	Store_City	Store_Region	Customer_ID	Customer Name	Unit_Price	Quantity_Sold	Discount_Amount	Tax_Amount	Total_Sales_Amount	Payment_Method
T-30493	2025-06-15	SKU-520	HP XPS	Laptops	XPS	HP	684.69	ST-102	Lakeside Electronics	Chicago	Midwest	C-1493	James Smith	623.9	1	62.39	43.67	605.18	Credit Card
T-30494	2025-06-15	SKU-517	Samsung Buds	Audio	Buds	Samsung	383.01	ST-101	Downtown Tech	Boston	North	C-1494	Mary Smith	382.16	1	38.22	26.75	370.69	Credit Card
T-30495	2025-06-15	SKU-500	Samsung Headphones	Audio	Headphones	Samsung	427.27	ST-101	Downtown Tech	Boston	North	C-1495	John Johnson	436.77	5	218.38	152.87	2118.34	Credit Card
T-30496	2025-06-15	SKU-502	Apple iPhone	Mobile	iPhone	Apple	1628.46	ST-102	Lakeside Electronics	Chicago	Midwest	C-1496	Jennifer Miller	1504.96	5	752.48	526.74	7299.06	PayPal
T-30497	2025-06-15	SKU-518	Dell Pro	Laptops	Pro	Dell	429.55	ST-101	Downtown Tech	Boston	North	C-1497	Mary Jones	451.68	2	90.34	63.24	876.26	Debit Card
T-30498	2025-06-15	SKU-507	Sony Air	Laptops	Air	Sony	1858.78	ST-101	Downtown Tech	Boston	North	C-1498	Robert Johnson	1962.0	1	196.2	137.34	1903.14	Credit Card
T-30499	2025-06-15	SKU-502	Apple Pro	Laptops	Pro	Apple	1442.81	ST-102	Lakeside Electronics	Chicago	Midwest	C-1499	Michael Davis	1358.02	3	407.41	285.18	3951.83	Apple Pay
T-30499	2025-06-15	SKU-519	HP Pro	Laptops	Pro	HP	1414.18	ST-101	Downtown Tech	Boston	North	C-1500	Linda Johnson	1371.15	1	137.12	95.98	1330.01	PayPal
T-30501	2025-06-15	SKU-503	Samsung XPS	Laptops	XPS	Samsung	1275.95	ST-101	Downtown Tech	Boston	North	C-1501	Linda Brown	1161.9	1	116.19	81.33	1127.04	Apple Pay
T-30502	2025-06-15	SKU-501	HP Pro	Laptops	Pro	HP	202.65	ST-102	Lakeside Electronics	Chicago	Midwest	C-1502	John Brown	192.57	5	96.28	67.4	933.97	Credit Card
T-30503	2025-06-15	SKU-517	Apple Headphones	Audio	Headphones	Apple	434.19	ST-101	Downtown Tech	Boston	North	C-1503	Linda Johnson	468.5	4	187.4	131.18	1817.78	Debit Card
T-30504	2025-06-15	SKU-510	HP XPS	Laptops	XPS	HP	537.12	ST-101	Downtown Tech	Boston	North	C-1504	Jennifer Brown	508.88	4	203.55	142.49	1974.46	Apple Pay
T-30505	2025-06-15	SKU-518	Samsung Air	Laptops	Air	Samsung	1020.37	ST-102	Lakeside Electronics	Chicago	Midwest	C-1505	Robert Brown	954.67	3	286.4	200.48	2778.09	Apple Pay
T-30506	2025-06-15	SKU-511	Bose XPS	Laptops	XPS	Bose	1953.56	ST-101	Downtown Tech	Boston	North	C-1506	Jennifer Williams	2028.66	1	202.87	142.01	1967.8	PayPal
T-30507	2025-06-15	SKU-513	Apple Galaxy	Mobile	Galaxy	Apple	425.28	ST-102	Lakeside Electronics	Chicago	Midwest	C-1507	Patricia Jones	449.91	5	224.96	157.47	2182.06	PayPal
T-30508	2025-06-15	SKU-506	Apple Galaxy	Mobile	Galaxy	Apple	1224.0	ST-102	Lakeside Electronics	Chicago	Midwest	C-1508	John Smith	1281.82	2	256.36	179.45	2486.73	Debit Card
T-30509	2025-06-15	SKU-518	HP Headphones	Audio	Headphones	HP	1897.88	ST-101	Downtown Tech	Boston	North	C-1509	Michael Smith	2084.36	5	1042.18	729.53	10109.15	Apple Pay
T-30510	2025-06-15	SKU-503	Sony Galaxy	Mobile	Galaxy	Sony	959.64	ST-101	Downtown Tech	Boston	North	C-1510	Mary Smith	1045.99	2	209.2	146.44	2029.22	Debit Card
T-30511	2025-06-15	SKU-500	Samsung Headphones	Audio	Headphones	Samsung	1011.59	ST-102	Lakeside Electronics	Chicago	Midwest	C-1511	Robert Davis	1107.98	4	443.19	310.23	4298.96	Apple Pay
T-30512	2025-06-15	SKU-520	Samsung Galaxy	Mobile	Galaxy	Samsung	102.59	ST-101	Downtown Tech	Boston	North	C-1512	Michael Garcia	98.42	3	29.53	20.67	286.4	PayPal
T-30513	2025-06-15	SKU-510	Bose XPS	Laptops	XPS	Bose	1497.95	ST-101	Downtown Tech	Boston	North	C-1513	David Garcia	1381.4	3	414.42	290.09	4019.87	Credit Card
T-30514	2025-06-15	SKU-520	Dell iPhone	Mobile	iPhone	Dell	1161.7	ST-101	Downtown Tech	Boston	North	C-1514	David Brown	1273.51	2	254.7	178.29	2470.61	Credit Card
T-30515	2025-06-15	SKU-507	Bose iPhone	Mobile	iPhone	Bose	708.88	ST-102	Lakeside Electronics	Chicago	Midwest	C-1515	David Miller	645.71	3	193.71	135.6	1879.02	Apple Pay
T-30516	2025-06-15	SKU-515	HP Headphones	Audio	Headphones	HP	1448.67	ST-102	Lakeside Electronics	Chicago	Midwest	C-1516	Linda Garcia	1358.38	4	543.35	380.35	5270.52	Credit Card
T-30517	2025-06-15	SKU-502	HP Air	Laptops	Air	HP	307.79	ST-102	Lakeside Electronics	Chicago	Midwest	C-1517	Mary Williams	286.28	2	57.26	40.08	555.38	Credit Card
T-30518	2025-06-15	SKU-515	Dell iPhone	Mobile	iPhone	Dell	758.73	ST-102	Lakeside Electronics	Chicago	Midwest	C-1518	James Jones	692.41	2	138.48	96.94	1343.28	Debit Card
T-30519	2025-06-15	SKU-520	HP Buds	Audio	Buds	HP	1327.5	ST-102	Lakeside Electronics	Chicago	Midwest	C-1519	Linda Davis	1275.48	2	255.1	178.57	2474.43	PayPal
T-30520	2025-06-15	SKU-511	Dell Air	Laptops	Air	Dell	1944.38	ST-101	Downtown Tech	Boston	North	C-1520	ROBERT	1927.24	2	385.45	269.81	3738.84	PayPal
T-30521	2025-06-15	SKU-505	Bose Buds	Audio	Buds	Bose	1949.09	ST-101	Downtown Tech	Boston	North	C-1521	Robert Brown	1770.22	3	531.07	371.75	5151.34	PayPal
T-30522	2025-06-15	SKU-505	HP Galaxy	Mobile	Galaxy	HP	489.8	ST-101	Downtown Tech	Boston	North	C-1522	Jennifer Garcia	477.35	5	238.68	167.07	2315.14	Debit Card
T-30523	2025-06-15	SKU-515	Apple Air	Laptops	Air	Apple	1560.18	ST-102	Lakeside Electronics	Chicago	Midwest	C-1523	Jennifer Williams	1706.88	5	853.44	597.41	8278.37	Debit Card
T-30524	2025-06-15	SKU-515	Bose Buds	Audio	Buds	Bose	1802.36	ST-101	Downtown Tech	Boston	North	C-1524	Elizabeth Davis	1870.54	4	748.22	523.75	7257.69	PayPal
T-30525	2025-06-15	SKU-509	Bose Headphones	Audio	Headphones	Bose	147.11	ST-101	Downtown Tech	Boston	North	C-1525	Linda Garcia	142.0	5	71.0	49.7	688.7	PayPal
T-30526	2025-06-15	SKU-508	Sony Headphones	Audio	Headphones	Sony	471.86	ST-101	Downtown Tech	Boston	North	C-1526	David Davis	516.77	4	206.71	144.7	2005.07	Apple Pay
T-30527	2025-06-15	SKU-511	Dell Headphones	Audio	Headphones	Dell	855.36	ST-102	Lakeside Electronics	Chicago	Midwest	C-1527	Jennifer Miller	771.91	3	231.57	162.1	2246.26	Debit Card
T-30528	2025-06-15	SKU-506	HP Headphones	Audio	Headphones	HP	1482.92	ST-102	Lakeside Electronics	Chicago	Midwest	C-1528	Michael Davis	1383.21	4	553.28	387.3	5366.86	Apple Pay
T-30529	2025-06-15	SKU-504	Samsung Headphones	Audio	Headphones	Samsung	494.79	ST-102	Lakeside Electronics	Chicago	Midwest	C-1529	David Garcia	537.65	5	268.82	188.18	2607.61	Credit Card
T-30530	2025-06-15	SKU-513	Apple Galaxy	Mobile	Galaxy	Apple	432.3	ST-102	Lakeside Electronics	Chicago	Midwest	C-1530	Elizabeth Williams	405.15	4	162.06	113.44	1571.98	Apple Pay
T-30531	2025-06-15	SKU-515	Apple Galaxy	Mobile	Galaxy	Apple	1162.63	ST-102	Lakeside Electronics	Chicago	Midwest	C-1531	Patricia Smith	1082.18	3	324.65	227.26	3149.15	Apple Pay
T-30532	2025-06-15	SKU-513	Apple Buds	Audio	Buds	Apple	440.81	ST-101	Downtown Tech	Boston	North	C-1532	James Johnson	440.2	1	44.02	30.81	426.99	Debit Card
T-30533	2025-06-15	SKU-508	Sony Galaxy	Mobile	Galaxy	Sony	1293.19	ST-102	Lakeside Electronics	Chicago	Midwest	C-1533	Mary Garcia	1382.49	2	276.5	193.55	2682.03	Credit Card
T-30534	2025-06-15	SKU-504	Samsung Galaxy	Mobile	Galaxy	Samsung	779.03	ST-101	Downtown Tech	Boston	North	C-1534	John Garcia	800.26	3	240.08	168.05	2328.75	Debit Card
T-30535	2025-06-15	SKU-516	Dell Headphones	Audio	Headphones	Dell	468.25	ST-101	Downtown Tech	Boston	North	C-1535	Mary Williams	503.13	3	150.94	105.66	1464.11	Debit Card
T-30536	2025-06-15	SKU-504	Apple Buds	Audio	Buds	Apple	124.51	ST-102	Lakeside Electronics	Chicago	Midwest	C-1536	Jennifer Davis	120.53	2	24.11	16.87	233.82	PayPal
T-30537	2025-06-15	SKU-506	Samsung Headphones	Audio	Headphones	Samsung	1610.7	ST-101	Downtown Tech	Boston	North	C-1537	Michael Davis	1487.18	2	297.44	208.21	2885.13	Apple Pay
T-30538	2025-06-15	SKU-504	Dell Galaxy	Mobile	Galaxy	Dell	1652.37	ST-102	Lakeside Electronics	Chicago	Midwest	C-1538	Robert Jones	1733.16	1	173.32	121.32	1681.16	PayPal
T-30539	2025-06-15	SKU-507	Bose XPS	Laptops	XPS	Bose	684.11	ST-101	Downtown Tech	Boston	North	C-1539	Robert Johnson	710.22	1	71.02	49.72	688.92	Credit Card
T-30540	2025-06-15	SKU-506	HP iPhone	Mobile	iPhone	HP	304.85	ST-101	Downtown Tech	Boston	North	C-1540	Linda Johnson	277.0	3	83.1	58.17	806.07	Credit Card
T-30541	2025-06-15	SKU-506	Apple XPS	Laptops	XPS	Apple	1216.45	ST-101	Downtown Tech	Boston	North	C-1541	Robert Garcia	1116.89	3	335.07	234.55	3250.15	Debit Card
T-30542	2025-06-15	SKU-519	Dell XPS	Laptops	XPS	Dell	559.46	ST-101	Downtown Tech	Boston	North	C-1542	Mary Smith	583.61	3	175.08	122.56	1698.31	Credit Card
T-30543	2025-06-15	SKU-516	Bose Pro	Laptops	Pro	Bose	1717.46	ST-102	Lakeside Electronics	Chicago	Midwest	C-1543	Jennifer Williams	1777.06	1	177.71	124.39	1723.74	Debit Card
T-30544	2025-06-15	SKU-516	HP iPhone	Mobile	iPhone	HP	532.35	ST-101	Downtown Tech	Boston	North	C-1544	Jennifer Johnson	490.86	2	98.17	68.72	952.27	Debit Card
T-30545	2025-06-15	SKU-502	Bose iPhone	Mobile	iPhone	Bose	723.42	ST-101	Downtown Tech	Boston	North	C-1545	Michael Jones	737.94	3	221.38	154.97	2147.41	Apple Pay
T-30546	2025-06-15	SKU-509	Samsung Buds	Audio	Buds	Samsung	1971.43	ST-102	Lakeside Electronics	Chicago	Midwest	C-1546	Patricia Johnson	2144.55	3	643.37	450.36	6240.64	Credit Card
T-30547	2025-06-15	SKU-512	Bose iPhone	Mobile	iPhone	Bose	932.31	ST-101	Downtown Tech	Boston	North	C-1547	Mary Williams	913.78	5	456.89	319.82	4431.83	PayPal
T-30548	2025-06-15	SKU-510	Apple iPhone	Mobile	iPhone	Apple	480.5	ST-102	Lakeside Electronics	Chicago	Midwest	C-1548	Mary Brown	502.14	3	150.64	105.45	1461.23	Debit Card
T-30549	2025-06-15	SKU-515	Bose Galaxy	Mobile	Galaxy	Bose	1366.69	ST-102	Lakeside Electronics	Chicago	Midwest	C-1549	Linda Jones	1439.94	1	143.99	100.8	1396.75	Debit Card
T-30550	2025-06-15	SKU-520	HP iPhone	Mobile	iPhone	HP	1890.57	ST-101	Downtown Tech	Boston	North	C-1550		1889.86	1	188.99	132.29	1833.16	Apple Pay
T-30551	2025-06-15	SKU-504	Sony Buds	Audio	Buds	Sony	675.23	ST-101	Downtown Tech	Boston	North	C-1551	Mary Davis	634.98	4	253.99	177.79	2463.72	Debit Card
T-30552	2025-06-15	SKU-501	Sony iPhone	Mobile	iPhone	Sony	1982.35	ST-101	Downtown Tech	Boston	North	C-1552	Michael Davis	2122.25	4	848.9	594.23	8234.33	Credit Card
T-30553	2025-06-15	SKU-509	Apple XPS	Laptops	XPS	Apple	1780.93	ST-101	Downtown Tech	Boston	North	C-1553	Linda Miller	1714.13	4	685.65	479.96	6650.83	Credit Card
T-30554	2025-06-15	SKU-517	Sony Buds	Audio	Buds	Sony	1402.21	ST-102	Lakeside Electronics	Chicago	Midwest	C-1554	Linda Williams	1371.75	4	548.7	384.09	5322.39	Apple Pay
T-30555	2025-06-15	SKU-509	Sony Buds	Audio	Buds	Sony	708.92	ST-101	Downtown Tech	Boston	North	C-1555	Elizabeth Smith	756.69	3	227.01	158.9	2201.96	Credit Card
T-30556	2025-06-15	SKU-503	Bose Galaxy	Mobile	Galaxy	Bose	913.48	ST-102	Lakeside Electronics	Chicago	Midwest	C-1556	Michael Garcia	942.94	2	188.59	132.01	1829.3	Debit Card
T-30557	2025-06-15	SKU-502	Sony XPS	Laptops	XPS	Sony	1750.99	ST-101	Downtown Tech	Boston	North	C-1557	Jennifer Williams	1764.44	1	176.44	123.51	1711.51	Apple Pay
T-30558	2025-06-15	SKU-508	Sony Buds	Audio	Buds	Sony	138.76	ST-102	Lakeside Electronics	Chicago	Midwest	C-1558	Elizabeth Smith	135.37	4	54.15	37.9	525.23	Credit Card
T-30559	2025-06-15	SKU-506	HP XPS	Laptops	XPS	HP	738.34	ST-102	Lakeside Electronics	Chicago	Midwest	C-1559	Robert Jones	807.66	2	161.53	113.07	1566.86	Credit Card
T-30560	2025-13-45	SKU-508	Sony Air	Laptops	Air	Sony	190.31	ST-102	Lakeside Electronics	Chicago	Midwest	C-1560	Patricia Johnson	-99.99	3	-30.0	-21.0	-290.97	Apple Pay
T-30561	2025-06-15	SKU-502	HP Air	Laptops	Air	HP	1337.92	ST-102	Lakeside Electronics	Chicago	Midwest	C-1561	David Jones	1381.66	3	414.5	290.15	4020.63	Apple Pay
T-30562	2025-06-15	SKU-517	HP Galaxy	Mobile	Galaxy	HP	443.14	ST-101	Downtown Tech	Boston	North	C-1562	David Williams	417.7	4	167.08	116.96	1620.68	Apple Pay
T-30563	2025-06-15	SKU-516	Sony Headphones	Audio	Headphones	Sony	481.23	ST-102	Lakeside Electronics	Chicago	Midwest	C-1563	Robert Brown	504.95	3	151.48	106.04	1469.41	Apple Pay
T-30564	2025-06-15	SKU-506	Dell XPS	Laptops	XPS	Dell	1707.34	ST-102	Lakeside Electronics	Chicago	Midwest	C-1564	John Williams	1771.14	2	354.23	247.96	3436.01	PayPal
T-30565	2025-06-15	SKU-500	Apple Pro	Laptops	Pro	Apple	566.61	ST-102	Lakeside Electronics	Chicago	Midwest	C-1565	Linda Davis	557.77	1	55.78	39.04	541.03	PayPal
T-30566	2025-06-15	SKU-508	Dell Pro	Laptops	Pro	Dell	1600.37	ST-102	Lakeside Electronics	Chicago	Midwest	C-1566	David Williams	1748.82	4	699.53	489.67	6785.42	Credit Card
T-30567	2025-06-15	SKU-502	Apple Galaxy	Mobile	Galaxy	Apple	1811.09	ST-102	Lakeside Electronics	Chicago	Midwest	C-1567	Jennifer Johnson	1971.61	2	394.32	276.03	3824.93	Credit Card
T-30568	2025-06-15	SKU-516	Sony Headphones	Audio	Headphones	Sony	1362.01	ST-102	Lakeside Electronics	Chicago	Midwest	C-1568	Linda Johnson	1389.2	3	416.76	291.73	4042.57	Apple Pay
T-30569	2025-06-15	SKU-513	Bose Headphones	Audio	Headphones	Bose	514.22	ST-101	Downtown Tech	Boston	North	C-1569	Robert Brown	508.0	3	152.4	106.68	1478.28	Credit Card
T-30570	2025-06-15	SKU-503	HP Buds	Audio	Buds	HP	701.33	ST-102	Lakeside Electronics	Chicago	Midwest	C-1570	Linda Brown	754.55	2	150.91	105.64	1463.83	Apple Pay
T-30571	2025-06-15	SKU-500	Bose Galaxy	Mobile	Galaxy	Bose	1326.26	ST-101	Downtown Tech	Boston	North	C-1571	James Brown	1340.25	3	402.08	281.45	3900.12	Debit Card
T-30572	2025-06-15	SKU-507	Bose XPS	Laptops	XPS	Bose	1729.53	ST-102	Lakeside Electronics	Chicago	Midwest	C-1572	James Miller	1660.66	2	332.13	232.49	3221.68	PayPal
T-30573	2025-06-15	SKU-520	Samsung Galaxy	Mobile	Galaxy	Samsung	871.95	ST-101	Downtown Tech	Boston	North	C-1573	John Johnson	866.91	4	346.76	242.73	3363.61	Apple Pay
T-30574	2025-06-15	SKU-508	Apple XPS	Laptops	XPS	Apple	1062.04	ST-102	Lakeside Electronics	Chicago	Midwest	C-1574	Michael Garcia	1103.5	1	110.35	77.25	1070.4	PayPal
T-30575	2025-06-15	SKU-500	Bose iPhone	Mobile	iPhone	Bose	861.26	ST-102	Lakeside Electronics	Chicago	Midwest	C-1575	Jennifer Johnson	802.32	5	401.16	280.81	3891.25	PayPal
T-30576	2025-06-15	SKU-510	Sony Buds	Audio	Buds	Sony	957.83	ST-101	Downtown Tech	Boston	North	C-1576	John Williams	1015.21	2	203.04	142.13	1969.51	Apple Pay
T-30577	2025-06-15	SKU-512	Dell Air	Laptops	Air	Dell	1895.04	ST-101	Downtown Tech	Boston	North	C-1577	James Smith	2049.24	4	819.7	573.79	7951.05	Debit Card
T-30578	2025-06-15	SKU-512	Bose Pro	Laptops	Pro	Bose	1274.21	ST-102	Lakeside Electronics	Chicago	Midwest	C-1578	Robert Johnson	1190.14	5	595.07	416.55	5772.18	Credit Card
T-30579	2025-06-15	SKU-514	Bose Buds	Audio	Buds	Bose	1671.79	ST-102	Lakeside Electronics	Chicago	Midwest	C-1579	Mary Brown	1568.32	3	470.5	329.35	4563.81	Apple Pay
T-30580	2025-06-15	SKU-506	HP Air	Laptops	Air	HP	1240.16	ST-102	Lakeside Electronics	Chicago	Midwest	C-1580	Patricia Miller	1217.47	2	243.49	170.45	2361.9	Debit Card
T-30581	2025-06-15	SKU-514	Dell XPS	Laptops	XPS	Dell	1823.92	ST-102	Lakeside Electronics	Chicago	Midwest	C-1581	Elizabeth Davis	1645.29	2	329.06	230.34	3191.86	Apple Pay
T-30582	2025-06-15	SKU-512	Bose XPS	Laptops	XPS	Bose	1446.06	ST-102	Lakeside Electronics	Chicago	Midwest	C-1582	Mary Johnson	1316.53	2	263.31	184.31	2554.06	Debit Card
T-30583	2025-06-15	SKU-500	Sony Headphones	Audio	Headphones	Sony	581.95	ST-102	Lakeside Electronics	Chicago	Midwest	C-1583	John Miller	539.15	5	269.57	188.7	2614.88	PayPal
T-30584	2025-06-15	SKU-515	Dell XPS	Laptops	XPS	Dell	1867.62	ST-102	Lakeside Electronics	Chicago	Midwest	C-1584	Robert Johnson	1946.16	4	778.46	544.92	7551.1	Debit Card
T-30585	2025-06-15	SKU-504	Apple iPhone	Mobile	iPhone	Apple	1048.5	ST-102	Lakeside Electronics	Chicago	Midwest	C-1585	Jennifer Miller	1132.97	3	339.89	237.92	3296.94	Debit Card
T-30586	2025-06-15	SKU-505	Sony Galaxy	Mobile	Galaxy	Sony	699.53	ST-102	Lakeside Electronics	Chicago	Midwest	C-1586	Robert Davis	656.01	1	65.6	45.92	636.33	PayPal
T-30587	2025-06-15	SKU-505	Apple Galaxy	Mobile	Galaxy	Apple	1441.33	ST-102	Lakeside Electronics	Chicago	Midwest	C-1587	Mary Davis	1424.47	5	712.24	498.56	6908.67	Apple Pay
T-30588	2025-06-15	SKU-504	HP XPS	Laptops	XPS	HP	334.94	ST-101	Downtown Tech	Boston	North	C-1588	Patricia Jones	357.38	5	178.69	125.08	1733.29	PayPal
T-30589	2025-06-15	SKU-518	Sony XPS	Laptops	XPS	Sony	443.08	ST-101	Downtown Tech	Boston	North	C-1589	Patricia Davis	477.41	1	47.74	33.42	463.09	Credit Card
T-30590	2025-06-15	SKU-510	HP iPhone	Mobile	iPhone	HP	392.17	ST-101	Downtown Tech	Boston	North	C-1590	Linda Davis	402.24	3	120.67	84.47	1170.52	Credit Card
T-30591	2025-06-15	SKU-519	Dell XPS	Laptops	XPS	Dell	1906.7	ST-102	Lakeside Electronics	Chicago	Midwest	C-1591	Elizabeth Williams	2045.23	3	613.57	429.5	5951.62	Credit Card
T-30592	2025-06-15	SKU-519	Bose XPS	Laptops	XPS	Bose	824.64	ST-102	Lakeside Electronics	Chicago	Midwest	C-1592	John Williams	901.34	4	360.54	252.38	3497.2	Credit Card
T-30593	2025-06-15	SKU-512	Samsung Air	Laptops	Air	Samsung	641.38	ST-101	Downtown Tech	Boston	North	C-1593	Mary Jones	680.0	3	204.0	142.8	1978.8	PayPal
T-30594	2025-06-15	SKU-511	Dell Headphones	Audio	Headphones	Dell	1074.04	ST-102	Lakeside Electronics	Chicago	Midwest	C-1594	Linda Miller	1024.31	5	512.15	358.51	4967.91	Credit Card
T-30595	2025-06-15	SKU-513	HP iPhone	Mobile	iPhone	HP	1298.3	ST-101	Downtown Tech	Boston	North	C-1595	James Garcia	1344.11	2	268.82	188.18	2607.58	Credit Card
T-30596	2025-06-15	SKU-502	Dell Galaxy	Mobile	Galaxy	Dell	1823.69	ST-102	Lakeside Electronics	Chicago	Midwest	C-1596	John Williams	1890.92	3	567.28	397.09	5502.57	Apple Pay
T-30597	2025-06-15	SKU-517	Dell Headphones	Audio	Headphones	Dell	245.41	ST-101	Downtown Tech	Boston	North	C-1597	David Johnson	241.14	4	96.46	67.52	935.62	Debit Card
T-30598	2025-06-15	SKU-516	Dell iPhone	Mobile	iPhone	Dell	130.91	ST-102	Lakeside Electronics	Chicago	Midwest	C-1598	Robert Williams	119.0	4	47.6	33.32	461.72	Debit Card
T-30599	2025-06-15	SKU-514	Dell Buds	Audio	Buds	Dell	1285.24	ST-102	Lakeside Electronics	Chicago	Midwest	C-1599	Jennifer Williams	1204.29	5	602.14	421.5	5840.81	Credit Card
T-30599	"June 12, 2025"	SKU-500	HP Headphones	Audio	Headphones	HP	850.37	ST-101	Downtown Tech	Boston	North	C-1600	Robert Davis	882.99	0	0.0	0.0	0.0	Apple Pay
T-30601	2025-06-15	SKU-512	Dell Buds	Audio	Buds	Dell	1628.82	ST-101	Downtown Tech	Boston	North	C-1601	Robert Williams	1528.09	1	152.81	106.97	1482.25	PayPal
T-30602	2025-06-15	SKU-520	Apple Air	Laptops	Air	Apple	375.79	ST-101	Downtown Tech	Boston	North	C-1602	Michael Brown	360.83	4	144.33	101.03	1400.02	Apple Pay
T-30603	2025-06-15	SKU-505	HP Pro	Laptops	Pro	HP	1814.59	ST-102	Lakeside Electronics	Chicago	Midwest	C-1603	Linda Davis	1945.17	5	972.59	680.81	9434.07	PayPal
T-30604	2025-06-15	SKU-501	Dell Buds	Audio	Buds	Dell	734.32	ST-101	Downtown Tech	Boston	North	C-1604	Michael Miller	769.14	5	384.57	269.2	3730.33	Debit Card
T-30605	2025-06-15	SKU-515	Apple Galaxy	Mobile	Galaxy	Apple	1075.38	ST-102	Lakeside Electronics	Chicago	Midwest	C-1605	Patricia Smith	1058.61	3	317.58	222.31	3080.56	Credit Card
T-30606	2025-06-15	SKU-515	Dell Buds	Audio	Buds	Dell	322.19	ST-102	Lakeside Electronics	Chicago	Midwest	C-1606	Linda Miller	300.37	2	60.07	42.05	582.72	Debit Card
T-30607	2025-06-15	SKU-507	HP XPS	Laptops	XPS	HP	1216.55	ST-102	Lakeside Electronics	Chicago	Midwest	C-1607	Elizabeth Davis	1309.78	4	523.91	366.74	5081.95	Debit Card
T-30608	2025-06-15	SKU-506	HP XPS	Laptops	XPS	HP	636.67	ST-101	Downtown Tech	Boston	North	C-1608	Linda Williams	598.4	5	299.2	209.44	2902.24	Credit Card
T-30609	2025-06-15	SKU-507	HP Galaxy	Mobile	Galaxy	HP	497.92	ST-101	Downtown Tech	Boston	North	C-1609	James Garcia	483.68	2	96.74	67.72	938.34	Credit Card
T-30610	2025-06-15	SKU-503	Apple Galaxy	Mobile	Galaxy	Apple	1273.37	ST-101	Downtown Tech	Boston	North	C-1610	David Brown	1211.69	3	363.51	254.45	3526.01	Credit Card
T-30611	2025-06-15	SKU-516	Sony iPhone	Mobile	iPhone	Sony	1248.15	ST-101	Downtown Tech	Boston	North	C-1611	James Davis	1363.64	1	136.36	95.45	1322.73	Credit Card
T-30612	2025-06-15	SKU-503	Sony XPS	Laptops	XPS	Sony	417.39	ST-101	Downtown Tech	Boston	North	C-1612	Patricia Garcia	436.45	4	174.58	122.21	1693.43	Apple Pay
T-30613	2025-06-15	SKU-520	Bose Pro	Laptops	Pro	Bose	791.1	ST-101	Downtown Tech	Boston	North	C-1613	Mary Brown	865.41	1	86.54	60.58	839.45	Apple Pay
T-30614	2025-06-15	SKU-502	Dell iPhone	Mobile	iPhone	Dell	605.43	ST-102	Lakeside Electronics	Chicago	Midwest	C-1614	Jennifer Brown	636.09	5	318.05	222.63	3085.03	PayPal
T-30615	2025-06-15	SKU-513	Samsung Galaxy	Mobile	Galaxy	Samsung	1806.32	ST-102	Lakeside Electronics	Chicago	Midwest	C-1615	James Davis	1903.92	5	951.96	666.37	9234.01	Credit Card
T-30616	2025-06-15	SKU-505	Dell Galaxy	Mobile	Galaxy	Dell	924.74	ST-102	Lakeside Electronics	Chicago	Midwest	C-1616	James Williams	1013.1	5	506.55	354.59	4913.54	Apple Pay
T-30617	2025-06-15	SKU-510	HP Buds	Audio	Buds	HP	1827.54	ST-101	Downtown Tech	Boston	North	C-1617	John Williams	1807.87	2	361.57	253.1	3507.27	Apple Pay
T-30618	2025-06-15	SKU-506	Bose Galaxy	Mobile	Galaxy	Bose	1773.85	ST-101	Downtown Tech	Boston	North	C-1618	James Garcia	1853.71	2	370.74	259.52	3596.2	Debit Card
T-30619	2025-06-15	SKU-517	Samsung XPS	Laptops	XPS	Samsung	693.28	ST-102	Lakeside Electronics	Chicago	Midwest	C-1619	Robert Smith	747.4	5	373.7	261.59	3624.89	Debit Card
T-30620	2025-06-15	SKU-516	Samsung Galaxy	Mobile	Galaxy	Samsung	309.84	ST-101	Downtown Tech	Boston	North	C-1620	Jennifer Jones	286.53	1	28.65	20.06	277.94	Debit Card
T-30621	2025-06-15	SKU-514	Sony Headphones	Audio	Headphones	Sony	744.06	ST-101	Downtown Tech	Boston	North	C-1621	Elizabeth Brown	714.18	5	357.09	249.96	3463.77	PayPal
T-30622	2025-06-15	SKU-503	Bose iPhone	Mobile	iPhone	Bose	722.91	ST-101	Downtown Tech	Boston	North	C-1622	Jennifer Davis	671.81	4	268.72	188.11	2606.63	Credit Card
T-30623	2025-06-15	SKU-504	Apple Air	Laptops	Air	Apple	1004.88	ST-102	Lakeside Electronics	Chicago	Midwest	C-1623	Mary Garcia	1022.61	5	511.31	357.91	4959.65	Debit Card
T-30624	2025-06-15	SKU-514	Sony Galaxy	Mobile	Galaxy	Sony	1409.13	ST-102	Lakeside Electronics	Chicago	Midwest	C-1624	Michael Williams	1410.76	4	564.3	395.01	5473.75	Apple Pay
T-30625	2025-06-15	SKU-506	Samsung Headphones	Audio	Headphones	Samsung	965.32	ST-101	Downtown Tech	Boston	North	C-1625	Robert Garcia	984.94	4	393.98	275.78	3821.56	Credit Card
T-30626	2025-06-15	SKU-501	Dell Buds	Audio	Buds	Dell	1093.28	ST-101	Downtown Tech	Boston	North	C-1626	Jennifer Jones	1050.26	4	420.1	294.07	4075.01	PayPal
